['prog', 'ai'],
['prog', 'ai'],
['prog', 'ai'],
['prog', 'ai'],
['prog', 'ai'],
['prog', 'ai'],
['prog', 'ai'],
['prog', 'ai'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'cyber'],
['prog', 'phy'],
['prog', 'phy'],
['prog', 'phy'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'math'],
['prog', 'pm'],
['prog', 'pm'],
['prog', 'pm'],
['prog', 'da'],
['prog', 'da'],
['prog', 'da'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'prog'],
['ai', 'cyber'],
['ai', 'cyber'],
['ai', 'cyber'],
['ai', 'cyber'],
['ai', 'phy'],
['ai', 'phy'],
['ai', 'math'],
['ai', 'math'],
['ai', 'math'],
['ai', 'math'],
['ai', 'math'],
['ai', 'pm'],
['ai', 'pm'],
['ai', 'da'],
['ai', 'da'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'prog'],
['cyber', 'ai'],
['cyber', 'ai'],
['cyber', 'ai'],
['cyber', 'ai'],
['cyber', 'phy'],
['cyber', 'math'],
['cyber', 'math'],
['cyber', 'math'],
['cyber', 'math'],
['cyber', 'pm'],
['cyber', 'da'],
['chem', 'math'],
['chem', 'math'],
['chem', 'math'],
['chem', 'phy'],
['chem', 'phy'],
['chem', 'phy'],
['chem', 'phy'],
['chem', 'phy'],
['chem', 'bio'],
['chem', 'bio'],
['chem', 'bio'],
['chem', 'bio'],
['chem', 'bio'],
['phy', 'prog'],
['phy', 'prog'],
['phy', 'prog'],
['phy', 'ai'],
['phy', 'ai'],
['phy', 'cyber'],
['phy', 'chem'],
['phy', 'chem'],
['phy', 'chem'],
['phy', 'chem'],
['phy', 'chem'],
['phy', 'bio'],
['phy', 'bio'],
['phy', 'bio'],
['phy', 'math'],
['phy', 'math'],
['phy', 'math'],
['phy', 'math'],
['phy', 'da'],
['phy', 'da'],
['bio', 'phy'],
['bio', 'phy'],
['bio', 'phy'],
['bio', 'chem'],
['bio', 'chem'],
['bio', 'chem'],
['bio', 'chem'],
['bio', 'chem'],
['bio', 'math'],
['bio', 'math'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'prog'],
['math', 'ai'],
['math', 'ai'],
['math', 'ai'],
['math', 'ai'],
['math', 'ai'],
['math', 'cyber'],
['math', 'cyber'],
['math', 'cyber'],
['math', 'cyber'],
['math', 'chem'],
['math', 'chem'],
['math', 'chem'],
['math', 'phy'],
['math', 'phy'],
['math', 'phy'],
['math', 'phy'],
['math', 'bio'],
['math', 'bio'],
['math', 'acc'],
['math', 'acc'],
['math', 'acc'],
['math', 'acc'],
